Year,State,State Abbr,District,Democratic Votes,Republican Votes,Total Votes,Voting Eligible Male,Voting Eligible Female,Voting Eligible Population,Total Population,Median Age,White,White (non Hispanic or Latino),Hispanic or Latino,Black,American Indian,Asian,Pacific,Multiracial,Male,Female,Not a citizen,Less than HS,HS grad,Some college,Bachelor's degree,Graduate degree,Total income,Income above 75k,Income below poverty,Median income,State FIPS,Income under 25k,Income 25k to 50k,Income 50k to 75k
2020,Kentucky,KY,6,155011,216948,378450,298689,321138,619827,776941,37.1,651636,632579,37843,66901,1542,16595,351,25585,378996,397945,29770,57836,141595,146272,99069,71198,634665,75152,90712,29377,21,318438,159443,81632
2020,Louisiana,LA,1,94730,270330,374369,305952,333226,639178,802133,38.8,618486,573047,71304,112485,9138,18551,232,28249,390357,411776,31397,64953,156235,155455,111512,62873,647148,100412,65756,31763,22,319478,141813,85445
2020,Louisiana,LA,2,235320,63140,316982,299799,333426,633225,793342,36.9,243271,219643,54096,487881,1861,19726,77,19439,380910,412432,28017,88180,165743,156089,80956,52041,642914,61987,26426,24953,22,371123,141207,68597
2020,Louisiana,LA,3,100275,230480,340120,289244,311805,601049,785605,36.5,546985,527504,32181,191810,2852,11901,245,23749,383673,401932,14818,76082,193157,138016,81060,36150,623541,75890,68799,27814,22,335204,139865,72582
2020,Louisiana,LA,4,101970,204608,306578,280414,294048,574462,745158,37.1,447755,430644,30601,255747,5372,7700,588,18969,368529,376629,10284,71562,178042,148960,63384,36944,596535,57803,64170,23931,22,354135,123063,61534
2020,Louisiana,LA,5,99566,209990,309556,282769,291615,574384,743209,37.7,452899,442781,18314,261980,2631,5338,200,14398,368908,374301,7066,86797,187672,129726,60400,33174,599158,52279,63855,24144,22,365228,124431,57220
2020,Louisiana,LA,6,95541,265706,373996,296354,325278,621632,795169,36.1,547508,527019,36876,190730,4084,17714,401,20849,384555,410614,21548,56602,163507,142195,102686,59367,639101,102515,53291,34746,22,301533,142239,92814
2020,Maine,ME,1,271004,165008,436027,275011,299335,574346,686598,44.3,639275,630612,13095,12453,2708,10833,127,18617,334313,352285,13586,28752,135444,141956,121751,76565,581960,89973,52176,34483,23,240866,159875,91246
2020,Maine,ME,2,197974,175228,373235,262938,277368,540306,654227,45.4,616755,611501,10048,6182,6186,4437,63,18343,322315,331912,8145,37773,172013,147272,77995,42864,553618,49426,75409,27214,23,280136,153785,70271
2020,Maryland,MD,1,143877,250901,395524,289852,308146,597998,734056,42.6,594571,577233,31497,87731,1227,16402,100,24968,361000,373056,17673,45925,156115,143724,98969,68172,607363,117306,42507,36845,24,261163,137963,90931
2020,Maryland,MD,2,224836,106355,332026,302243,338403,640646,768582,36.6,396615,369828,55122,275416,1614,41800,291,33568,366483,402099,40180,54273,147132,149351,103005,73215,621040,115847,31550,38360,24,263154,147966,94073
2020,Maryland,MD,3,260358,112117,373206,311877,348876,660753,756291,37.7,461613,429692,69296,172650,1991,57944,360,34094,364077,392214,50826,39308,101758,122530,135919,124782,620193,162843,27018,45981,24,233752,125590,98008
2020,Maryland,MD,4,282119,71671,354529,302812,338207,641019,755373,38.1,216532,188818,130442,392300,1860,24661,229,30225,364544,390829,87389,63684,130280,140857,104688,80935,606045,137147,10669,42230,24,230259,142142,96497
2020,Maryland,MD,5,274210,123525,398839,308283,332486,640769,764867,38.5,359491,333247,74430,295781,2835,31450,220,37737,373663,391204,44484,42163,137234,149326,105208,82016,624621,163318,20670,46904,24,241299,121907,98097
2020,Maryland,MD,6,215540,143599,366434,332872,355942,688814,770857,39.2,498129,439262,109740,105766,1900,88362,386,44687,380624,390233,67720,49483,124536,129998,118718,107788,627457,142007,39594,39342,24,271644,128700,85106
2020,Maryland,MD,7,237084,92825,330998,283379,326128,609507,717953,38.4,250461,236067,30563,374869,2423,54568,674,26597,341203,376750,37272,54010,123353,122153,103560,94399,591656,112756,16627,35061,24,278202,123795,76903
2020,Maryland,MD,8,274716,127157,402614,327587,361757,689344,769645,40.4,497636,454347,118328,98615,2010,69242,390,39263,374050,395595,83228,44182,85600,104545,137456,164348,626166,197230,19468,50695,24,228542,115539,84855
2020,Massachusetts,MA,1,275376,0,285332,289952,324490,614442,727193,41.5,602122,518527,135942,46432,1380,16086,136,35433,350230,376963,19930,58202,151351,142714,91628,63579,607895,87469,64546,31419,25,290328,142823,87275
2020,Massachusetts,MA,2,249854,132220,382452,312311,338178,650489,749700,39.4,613531,569733,77327,38440,1693,43141,568,34044,365810,383890,43143,41095,132737,130186,114494,89064,629987,118683,53747,34747,25,287496,136373,87435
2020,Massachusetts,MA,3,286896,0,293539,326750,344471,671221,768471,39.1,575169,505903,152273,31841,1612,62734,390,36108,379297,389174,63305,56075,134483,130777,116025,89262,627472,132631,46294,37207,25,273053,135058,86730
2020,Massachusetts,MA,4,251102,160474,412823,310524,346297,656821,760391,41.2,639638,619106,38397,24629,527,50830,186,29029,367173,393218,40008,34426,105036,112776,137755,134348,626314,177504,34393,46215,25,242018,117746,89046
2020,Massachusetts,MA,5,294427,101351,396183,339455,369329,708784,771266,38.9,569077,529860,75720,40233,1345,98909,152,34483,375294,395972,96892,33227,98633,91202,154555,168566,645803,195290,33398,48948,25,240330,118995,91188
2020,Massachusetts,MA,6,286377,150695,437677,320444,355896,676340,773421,42.9,651249,617985,77700,29933,984,32682,289,28051,373358,400063,44638,38950,127665,128998,151144,103831,645093,168136,40192,42984,25,252809,129197,94951
2020,Massachusetts,MA,7,267362,0,308650,377531,414277,791808,808106,32.0,394647,326052,179299,199509,2830,86796,512,70315,392504,415602,137684,77476,114443,101939,136550,119548,696649,132410,49012,34773,25,323821,146387,94031
2020,Massachusetts,MA,8,310940,0,385401,333279,369025,702304,770058,39.4,570108,547347,46634,79817,1514,63853,300,30262,372068,397990,56623,42376,121355,120487,159403,116137,648152,177956,32601,46997,25,240434,126723,103039
2020,Massachusetts,MA,9,260262,154261,424601,307363,337900,645263,744397,46.0,646246,630509,44848,22535,2114,11013,253,30519,360258,384139,28843,47967,147655,148958,119899,78354,630347,126736,45951,36977,25,260572,146606,96433
2020,Michigan,MI,1,153328,256581,416219,290824,285735,576559,697635,46.9,640158,631210,14437,9639,16279,4742,435,23744,353935,343700,6336,35906,162618,173904,87152,50107,593546,55052,76349,27337,26,302486,161370,74638
2020,Michigan,MI,2,154122,238711,402247,287331,300587,587918,742674,37.3,621430,581419,71685,48093,4248,17160,179,33710,366598,376076,21110,42813,151366,163954,90598,43429,598535,64609,58014,29990,26,289816,163729,80381
2020,Michigan,MI,3,189769,213649,403419,289378,296881,586259,747357,37.2,616443,584672,58864,59951,2171,15843,152,35771,373386,373971,25151,40988,139982,155196,106964,58068,601869,79574,56606,31471,26,284500,154256,83539
2020,Michigan,MI,4,120802,242621,373245,280933,284834,565767,701523,41.8,652086,636196,23812,13404,4870,6968,136,20122,350994,350529,6550,40268,167248,166513,68188,41288,585127,59265,84763,27095,26,308029,147489,70344
2020,Michigan,MI,5,196599,150772,361032,256411,280055,536466,674536,41.5,516305,494473,34815,116540,2467,5823,213,27516,327129,347407,5970,45939,156126,174065,61434,33236,553188,51472,73279,26902,26,291333,145664,64719
2020,Michigan,MI,6,152085,211496,378980,278304,293270,571574,720391,38.9,602203,574766,46073,58896,2793,11046,157,33819,355346,365045,19867,43253,140888,158662,86342,52965,587027,68997,68032,29296,26,290760,148957,78313
2020,Michigan,MI,7,159743,227524,387267,281106,284058,565164,706645,42.1,638240,615300,32268,29619,2615,7829,84,23103,354242,352403,9511,37544,157609,171966,80451,47011,582956,76626,62605,31904,26,273220,151875,81235
2020,Michigan,MI,8,217922,202525,428344,297856,312567,610423,741973,38.5,625334,600064,40899,42399,2070,35466,207,28944,366295,375678,31419,25061,107449,153492,120072,85589,612943,117758,50731,35018,26,276267,135828,83090
2020,Michigan,MI,9,230318,153296,399117,299520,325129,624649,715687,40.0,546524,534079,19638,100999,2414,34692,256,25572,348915,366772,29181,47650,141329,163959,101581,62416,598349,92715,50370,33049,26,268702,152619,84313
2020,Michigan,MI,10,138179,271607,409786,292487,303759,596246,720318,43.6,660578,645041,23896,20931,1345,12662,486,19415,356499,363819,15084,42307,159515,183398,79999,46586,597424,94252,57728,32722,26,274837,145480,82855
2020,Michigan,MI,11,226128,215405,450473,308428,325096,633524,733525,42.1,587200,570356,25902,35841,1564,78221,187,25592,361341,372184,48485,24736,94237,148205,146944,106111,608052,153088,30663,42333,26,242961,126814,85189
2020,Michigan,MI,12,254957,117719,383823,295663,314243,609906,710072,35.6,549533,523510,42143,78136,2076,40168,137,29481,348117,361955,37983,41739,115717,138494,88031,81355,588465,92509,76796,32496,26,277183,138086,80687
2020,Michigan,MI,13,223205,53311,285885,248448,283029,531477,672793,35.9,250160,224037,54966,362941,3299,9761,225,24449,321296,351497,27665,73124,144605,150045,48289,27154,533723,33205,52290,23109,26,320167,126700,53651
2020,Michigan,MI,14,271360,62664,342303,266859,302426,569285,688778,37.9,229708,213499,31805,382760,1824,36463,263,25042,327872,360906,33125,54985,116965,144723,85072,68699,558582,73436,29662,28721,26,293591,129609,61946
2020,Minnesota,MN,1,2688527,2617881,368856,266653,272175,538828,677943,38.4,600676,573700,45526,23099,2160,19254,270,19096,338090,339853,26437,35133,131509,149589,89085,47668,547335,73218,50137,34198,27,231035,154708,88374
2020,Minnesota,MN,2,2688527,2617881,424512,279048,290179,569227,710272,37.8,588810,567386,44994,36525,2653,33527,285,30154,352054,358218,25204,24396,103052,157199,130707,59652,565380,126640,27423,42459,27,203619,138551,96570
2020,Minnesota,MN,3,2688527,2617881,443603,286993,311378,598371,722911,40.4,562063,546290,31774,58217,1981,57024,148,29035,354136,368775,38018,21716,85382,143868,164865,90493,582180,158401,20959,46530,27,199749,131542,92488
2020,Minnesota,MN,4,2688527,2617881,389114,289138,310546,599684,715331,36.2,493012,467917,49133,72813,4339,92756,234,36623,349757,365574,41515,37429,97943,130280,130727,83485,573929,109800,33382,36944,27,235282,143637,85210
2020,Minnesota,MN,5,2688527,2617881,398229,311107,311592,622699,717702,34.0,470558,445915,67168,123691,7652,42632,336,39919,358713,358989,50599,41562,85107,130414,150777,86452,590402,111070,40503,37357,27,234715,149884,94733
2020,Minnesota,MN,6,2688527,2617881,412307,278269,278785,557054,720083,37.1,640248,629476,22572,28322,2519,18503,44,21653,362207,357876,14440,27043,126806,171203,101895,44210,569839,105013,31929,39934,27,216714,148815,99297
2020,Minnesota,MN,7,2688527,2617881,363477,258136,260066,518202,666735,40.4,601256,583664,33632,9989,17835,6486,668,19314,334825,331910,12335,34836,144012,168895,73659,29371,535429,58767,51984,32061,27,236984,155520,84158
2020,Minnesota,MN,8,2688527,2617881,393711,269181,266187,535368,669189,43.3,615526,608142,12876,7161,15419,5060,216,21657,339235,329954,4972,30216,147387,178886,77344,38185,553647,66447,61079,31437,27,252545,148908,85747
2020,Mississippi,MS,1,104008,228787,332795,280947,310281,591228,765835,38.3,514751,503885,26175,215597,1451,6660,292,14313,369263,396572,11636,77066,160444,161935,67305,42151,616406,55158,58977,26542,28,339348,153403,68497
2020,Mississippi,MS,2,196224,101010,297234,248337,278438,526775,694447,36.9,215594,209818,15062,459621,2259,3204,274,7354,334531,359916,6023,80648,139561,144896,55206,34681,552559,34622,22706,21620,28,351645,120947,45345
2020,Mississippi,MS,3,120782,221064,341846,276623,305475,582098,748342,37.7,450742,439577,19380,267076,7293,8166,168,8213,360769,387573,11544,69194,141436,154026,80083,55366,605386,61383,52359,26309,28,339950,136186,67867
2020,Mississippi,MS,4,0,255971,255971,290245,311468,601713,773211,37.9,548266,527658,33725,181251,2948,11712,481,20150,379145,394066,10996,64127,155473,183107,71972,44435,622022,58944,70226,25994,28,348594,145085,69399
2020,Missouri,MO,1,249087,59940,316171,272384,315113,587497,725037,36.1,306326,292758,25772,357869,1648,24018,212,24718,342344,382693,25524,49292,131240,151526,93054,72522,593022,65644,31290,29806,29,288745,161343,77290
2020,Missouri,MO,2,204540,233157,449348,300784,330583,631367,762478,42.8,664352,649582,22157,29712,1160,35398,235,26649,370168,392310,23375,24331,99623,144299,158461,115561,628516,154289,30930,42846,29,235793,143395,95039
2020,Missouri,MO,3,116095,282866,407348,305770,316151,621921,796189,39.5,729797,715789,21179,27260,2139,9860,369,21977,396805,399384,7916,46760,169886,175805,100860,52948,644691,88218,56974,33804,29,282741,176080,97652
2020,Missouri,MO,4,107635,245247,362836,301539,309007,610546,771796,37.0,682246,663216,31319,35528,4093,12775,1001,29308,385209,386587,14172,49553,171537,152612,80572,51528,628632,58160,88468,27428,29,327927,167374,75171
2020,Missouri,MO,5,207180,135934,352430,295174,321358,616532,773768,37.1,523492,488806,71450,167962,2517,13889,3079,34143,375522,398246,25550,50546,162640,162486,98321,56821,625267,73920,53690,31404,29,288595,175604,87148
2020,Missouri,MO,6,118926,258709,385779,296015,308405,604420,775367,38.7,692813,673858,33500,32206,2601,11552,1761,25928,383804,391563,10159,42087,174865,153574,97993,52899,624279,80118,67348,31740,29,292515,163817,87829
2020,Missouri,MO,7,98111,254318,369283,296933,319259,616192,782474,38.4,707000,681704,41084,15001,6782,10164,1830,31990,382657,399817,14469,53795,169970,167979,87743,45190,635407,53161,99581,26595,29,338318,173217,70711
2020,Missouri,MO,8,70561,253811,330226,285307,291476,576783,737051,40.9,672020,661230,16216,32505,3334,6154,400,19605,367492,369559,6291,76681,196226,148895,53255,32856,601605,40337,111908,23724,29,349339,149822,62107
2020,Montana,MT,1,262340,339169,601509,421360,424343,845703,1061705,40.1,932157,908782,41501,5919,65523,8664,595,40705,534128,527577,9900,44228,206206,240758,163183,80313,871479,105610,101899,29817,30,418007,232830,115032
2020,Nebraska,NE,1,119622,189006,317566,255684,256073,511757,649058,35.7,564267,524102,62835,18963,8238,17466,504,26789,326290,322768,27215,31588,106823,140862,88273,47758,518250,66231,50103,32753,31,226908,144831,80280
2020,Nebraska,NE,2,155706,171071,336962,253883,265987,519870,675243,35.1,535861,484693,78633,64278,3203,25301,291,30130,333739,341504,38937,36168,92458,131378,116722,64004,527897,91314,39004,37276,31,217990,133200,85393
2020,Nebraska,NE,3,50690,225157,286770,232584,237100,469684,599525,39.9,541128,498332,73484,8655,5434,5177,440,19018,299648,299877,20347,38428,124817,147703,64317,28241,480660,48319,54095,30455,31,222643,140617,69081
2020,Nevada,NV,1,137868,74490,223213,316055,314947,631002,701019,36.5,336849,203808,324357,83897,9107,60200,5241,56922,355315,345704,127329,103538,152499,140255,54999,24202,568359,34675,58940,25920,32,321686,162090,49908
2020,Nevada,NV,2,155780,216078,382673,309093,302089,611182,725776,39.7,557975,473975,166739,14981,15732,30773,3470,45050,369334,356442,46309,55966,131684,180090,88712,51978,595023,93334,53316,34171,32,261746,154140,85803
2020,Nevada,NV,3,203421,190975,417252,365159,390768,755927,835738,39.6,531826,451466,148739,66305,4228,119233,6501,62812,414062,421676,53170,42255,149712,204420,131932,70545,685892,123322,40362,38000,32,289866,170018,102686
2020,Nevada,NV,4,168457,152284,332469,310799,325865,636664,767748,36.9,454398,330910,235963,117539,8648,42108,6186,63697,381485,386263,62873,72240,150803,177361,72862,37767,608256,72338,47017,31498,32,300367,159988,75563
2020,New Hampshire,NH,1,205606,185159,400661,283099,294176,577275,684286,42.2,627963,611431,26263,11615,826,19038,307,20210,338884,345402,17828,32221,128035,142164,117151,68676,579327,111465,43463,37365,33,231333,145184,91345
2020,New Hampshire,NH,2,208289,168886,386441,277526,287554,565080,670958,43.8,618639,602598,26529,9430,1371,17543,117,19642,332918,338040,17772,33234,136918,133905,106663,72195,566482,101975,42057,36660,33,232654,141920,89933
2020,New Jersey,NJ,1,240567,144463,385030,287852,316907,604759,725464,39.1,484968,445891,103123,124335,1121,38033,197,31603,350407,375057,28767,48612,153880,138405,103813,57782,592383,108079,33509,36433,34,261091,132070,91143
2020,New Jersey,NJ,2,173849,195526,376547,289551,306836,596387,712096,42.3,521831,461715,118630,88296,3126,26664,213,33750,349800,362296,33032,58193,169944,134027,90508,49125,587158,95631,45038,31867,34,278840,134352,78335
2020,New Jersey,NJ,3,229840,196327,431762,304407,330407,634814,740858,43.6,583180,547318,64247,82439,1002,28132,439,30211,361343,379515,20742,35667,162378,147011,122077,64430,617962,136379,31484,40422,34,249248,136298,96037
2020,New Jersey,NJ,4,162420,254103,424368,294430,320708,615138,742779,41.0,622639,574652,81455,46795,817,30279,146,21424,361062,381717,33464,33125,128346,124101,133628,81808,592424,144868,49591,41504,34,244302,117118,86136
2020,New Jersey,NJ,5,225175,193333,423636,323411,350370,673781,735376,43.3,569028,498357,106741,37777,1563,78744,169,31825,359178,376198,47010,29954,115605,114176,156308,98244,606192,176325,26670,48737,34,238257,106468,85142
