Total Population,Median Age,White,White (non Hispanic or Latino),Hispanic or Latino,Black,American Indian,Asian,Pacific,Multiracial,Male,Female,Not a citizen,Male 18+ birthright,Male 18+ bloodright,Male 18+ naturalized,Male 18+ not citizen,Female 18+ birthright,Female 18+ bloodright,Female 18+ naturalized,Female 18+ not citizen,Less than HS,HS grad,Some college,Bachelor's degree,Graduate degree,Total income,No income,Income under 10k,Income 10k to 15k,Income 15k to 25k,Income 25k to 35k,Income 35k to 50k,Income 50k to 65k,Income 65k to 75k,Income above 75k,Income below poverty,Median income,Year,State FIPS,State Abbr,District
717249,50.4,629963,564891,82514,47604,2012,11463,296,11957,344275,372974,45057,240336,39733,18543,21190,268974,42654,22128,20526,53003,167434,162981,96325,65113,614400,69204,95018,60924,102926,78511,77849,46389,20503,63076,68553,26367,2014,12,FL,16
711159,46.7,601081,499743,126602,64570,2452,10102,256,12498,356140,355019,47623,243893,39749,15104,24645,250007,37648,18315,19333,89297,181958,152711,61916,33660,595235,91835,102654,67045,106055,71709,66760,37720,13682,37775,93784,22091,2014,12,FL,17
723552,48.7,621652,517763,131400,57108,2440,10239,93,10885,352390,371162,69075,232583,53243,20177,33066,250790,56459,26232,30227,64187,159274,157912,99643,61911,615292,80732,94747,61518,99789,75254,72422,45147,17018,68665,75923,26150,2014,12,FL,19
732043,39.7,621102,144786,501574,73296,1564,13089,328,10376,360406,371637,142337,131419,150211,84691,65520,120407,179225,114142,65083,89301,143125,138885,91844,44731,609484,124197,104479,62333,90490,64722,64219,38862,14795,45387,89948,22759,2014,12,FL,26
724095,43.5,570602,437441,153913,93115,1695,25510,332,16952,344891,379204,82630,184940,79076,43948,35128,209070,94888,55417,39471,46558,136953,153141,111176,64748,597880,82739,90505,54366,88943,65504,73322,46794,20214,75493,54368,27916,2014,12,FL,21
716067,44.8,583251,454520,152960,83032,1357,15623,421,14941,360957,355110,95396,216795,82004,35278,46726,212869,83449,42571,40878,61795,128752,154063,123889,71990,615451,73868,91678,56390,90076,69577,73936,49288,20622,90016,73864,29288,2014,12,FL,22
717150,35.3,269157,87092,227000,401447,980,12413,185,12275,341480,375670,135982,130408,126947,64358,62589,148210,143929,81477,62452,99864,148117,130170,61555,34293,577668,122955,115224,60943,89855,61595,55145,30663,11063,30225,57351,20344,2014,12,FL,24
730150,39.8,633118,127674,539134,57818,816,12284,80,10761,357609,372541,196854,101918,176313,85636,90677,102881,196955,108857,88098,114557,136829,112852,87620,59242,603343,110843,122514,68769,92412,57582,51573,31115,12090,56445,124289,20312,2014,12,FL,27
727409,40.4,558524,471097,120833,90415,2119,28524,493,19122,356687,370722,48377,232698,44567,21785,22782,246995,47104,25545,21559,58709,149219,155975,96921,48998,597105,84303,94840,58965,94423,73237,76573,42640,16420,55704,66634,25894,2014,12,FL,10
701045,47.2,608827,555329,64640,40932,1901,24655,599,16833,337507,363538,37708,239164,38268,20748,17520,262273,43073,25483,17590,56981,159799,167766,97702,50790,603405,71350,91225,60967,99964,77401,80467,45657,19330,57044,72659,26451,2014,12,FL,13
716560,37.4,549037,452162,128494,97363,2473,23066,384,20574,347447,369113,42134,224686,35769,16168,19601,247078,39282,20783,18499,60941,146710,138712,80776,43192,577238,96794,92920,53067,83856,69096,71754,42166,15978,51607,74239,26212,2014,12,FL,15
706940,46.4,568846,491681,102434,87811,2267,13912,484,15049,342330,364610,45702,226937,45492,23571,21921,247097,49991,29763,20228,57675,148582,162501,95229,56953,594730,78592,91315,56496,92966,69954,72103,43663,18695,70946,59659,26934,2014,12,FL,18
724296,36.4,291370,174432,146899,382235,2049,14029,258,16035,351223,373073,120839,162696,102557,47283,55274,172121,114616,59852,54764,98941,163020,131929,58596,26025,581351,108441,110229,66074,101140,66756,60301,32195,11680,24535,49321,20524,2014,12,FL,20
725025,40.9,556742,330505,278016,83057,2485,24916,420,20028,353268,371757,123575,157026,118018,64508,53510,162547,136030,79776,56254,53863,124190,149053,112544,77656,600151,89633,96062,52306,85404,62442,66575,46051,19617,82061,66348,27778,2014,12,FL,23
720794,39.1,617535,141873,513325,53322,1411,15200,38,10111,349301,371493,181509,104209,165058,83365,81693,105499,186992,106523,80469,97556,147413,125174,80273,41356,591225,119450,110639,59674,89313,63903,59791,35376,12322,40757,101979,21791,2014,12,FL,25
710658,34.6,248773,206837,73761,403248,1245,17942,116,14969,334542,376116,45157,198055,36111,14997,21114,241050,36765,16688,20077,58827,125336,141887,78802,42847,546375,95387,88512,45385,75095,64175,66032,45188,19491,47110,36856,27061,2014,13,GA,13
710221,34.7,452261,427465,45177,210657,2281,12167,881,16737,348811,361410,22558,243367,16866,6117,10749,258133,17449,7672,9777,62129,142316,141034,69518,41192,563246,92627,100784,53832,82554,63590,66009,40350,16515,46985,59960,24719,2014,13,GA,1
694393,35.2,301985,286007,32979,356855,1043,7280,468,13101,341657,352736,16108,240264,13266,4035,9231,258612,10248,4508,5740,92707,149037,128503,43695,27767,549902,109760,115886,58625,84743,58650,53292,30055,11682,27209,41734,19887,2014,13,GA,2
703287,37.6,499452,472680,39038,165385,1618,12226,155,15651,340930,362357,20589,232700,16147,6387,9760,259048,16151,7714,8437,67050,144412,133825,71410,40383,556479,91822,95937,52219,76894,60319,64254,43887,18394,52753,59964,25966,2014,13,GA,3
711856,35.1,218785,186899,65956,413759,1401,34294,461,15469,335824,376032,63881,189514,51371,21706,29665,232858,51068,24309,26759,58678,116353,147956,85247,49096,556947,96874,94561,47914,79831,64279,66747,43372,18004,45365,29125,25978,2014,13,GA,4
716450,33.2,234893,203059,56193,418806,1796,28838,125,15076,349350,367100,45635,238216,34259,10395,23864,263639,28940,10675,18265,63716,109874,113842,106683,74231,586345,100634,116258,50454,76326,61263,58315,40079,16687,66329,30431,24968,2014,13,GA,5
715913,37.5,510708,447551,88080,93986,2271,72079,440,16590,355836,360077,88218,194303,68784,25578,43206,208647,65398,29446,35952,33025,67452,107346,175801,102998,567042,83701,73324,36000,65471,50699,56104,48234,22759,130750,39633,39253,2014,13,GA,6
727878,34.8,428580,352820,137284,136404,2669,87151,217,17815,360261,367617,100721,172116,81722,34716,47006,185279,79964,36250,43714,53076,101301,128622,120354,54533,553666,102155,78955,40172,71352,58018,61616,43287,20087,78024,39885,30855,2014,13,GA,7
699609,36.3,449252,425642,42191,211583,760,9244,141,13389,343104,356505,22813,239089,16646,4090,12556,259428,13618,5275,8343,82026,155314,129854,51855,33885,556830,109258,103346,56632,80073,61536,59643,35285,14951,36106,66791,22451,2014,13,GA,8
702933,39.5,611503,550677,85779,49052,2126,8089,142,10014,346788,356145,39463,233535,26344,6806,19538,250780,23750,7077,16673,89981,157739,127285,61052,35211,562900,90742,101531,59474,91399,65332,61484,39122,14444,39372,100590,22713,2014,13,GA,9
705185,36.1,489694,465940,36159,177161,1425,14601,239,13750,344402,360783,20644,240475,17185,7402,9783,260068,17574,8452,9122,71235,145980,123469,64284,42530,564853,105811,109140,53020,76260,58372,60959,40818,15838,44635,67869,23457,2014,13,GA,10
711199,35.8,530454,483889,80544,113425,2430,22400,283,13751,347476,363723,54182,216265,41307,14197,27110,236974,38822,15567,23255,50516,107513,129519,118474,59961,562279,82798,85653,44153,74977,57300,64133,50245,19169,83851,52437,30980,2014,13,GA,11
702694,34.8,416758,396142,39013,244623,1728,11448,544,13394,347512,355182,17956,245890,14086,4958,9128,257297,13714,6407,7307,77061,155484,125838,54805,33631,559337,111988,109751,54725,80133,59756,56111,35127,14675,37071,68457,21813,2014,13,GA,12
695480,37.1,596136,543109,74563,61782,2344,6436,105,11165,341502,353978,32913,227286,22590,7139,15451,244641,21414,6787,14627,99333,153975,125097,46730,27918,546414,87297,100464,57731,85937,67685,63173,37733,13613,32781,97069,22596,2014,13,GA,14
695881,37.3,221613,201545,79432,11674,1895,177408,84480,189191,350314,345567,40653,230564,36965,20526,16439,216933,47102,27799,19303,40559,143418,154678,83103,42190,558382,76845,85563,45587,79414,72615,74173,48294,20004,55887,26636,28932,2014,15,HI,2
696823,39.0,129021,116862,54053,15239,830,352499,54255,139242,351092,345731,67721,215069,61542,37009,24533,189909,88031,51441,36590,47662,123995,150811,108609,55838,576987,70583,84724,41961,73480,68029,81197,56950,25536,74527,10930,32353,2014,15,HI,1
806371,36.9,750377,685142,82899,3206,10344,9709,888,19806,404013,402358,22604,278548,16738,6238,10500,280912,17995,8185,9810,55116,151199,191662,87143,37803,629435,83470,122798,60481,98579,80477,74567,44798,16727,47538,104678,23938,2014,16,ID,1
793093,33.5,718355,647919,103475,6128,10019,12040,1289,19750,397665,395428,38802,259754,26695,8350,18345,265306,24968,9417,15551,55138,130401,173857,89508,43660,611132,71526,129257,60281,97457,75988,69815,42211,15890,48707,105861,22893,2014,16,ID,2
709555,38.6,561481,545657,22482,118963,1517,7662,138,15683,350842,358713,9388,260787,7582,2951,4631,272864,8075,4078,3997,56317,153167,167537,63560,37452,576606,87216,104110,54434,86394,66964,67879,45668,18859,45082,76845,24965,2014,17,IL,12
708935,40.6,658845,645732,18006,30336,1426,4124,202,10988,353667,355268,6041,265470,5757,2285,3472,272439,4695,2729,1966,57768,172056,167067,57788,28986,576918,73389,103836,55732,90080,72275,75270,45875,18006,42455,86532,25246,2014,17,IL,15
706029,39.7,581464,543055,61551,78719,1873,8380,246,18597,348566,357463,21495,248103,16162,5917,10245,264487,14691,5885,8806,63932,171459,156701,56811,27961,570934,69358,106978,55709,95010,72854,70981,45225,16830,37989,78556,24129,2014,17,IL,17
714887,37.7,289862,255032,66878,369825,1524,13990,131,12225,334369,380518,25451,223727,24218,11870,12348,273248,23668,12235,11433,56426,132173,156070,76355,49432,577353,100707,107618,48693,77119,55531,61535,47168,20750,58232,23078,25688,2014,17,IL,1
718749,36.9,556418,434466,217428,31010,2555,27100,11,14369,352497,366252,75644,191251,71969,35627,36342,204532,72197,37797,34400,75790,144327,132301,77625,44291,571270,93152,87841,44325,80392,63301,65257,47358,21961,67683,54440,28875,2014,17,IL,3
723415,40.5,613927,565285,66912,18122,991,62442,86,13126,354582,368833,43280,216323,46120,27087,19033,231936,50274,30608,19666,27652,86033,128862,150254,97289,580401,75901,81946,35286,59822,50873,63536,52075,25499,135463,27879,40297,2014,17,IL,6
708847,31.4,423270,150039,501600,30926,2605,21512,271,16211,358480,350367,169730,135321,126245,39539,86706,138891,114516,41528,72988,140217,122561,90845,57822,26642,546263,110002,90684,52786,97828,66144,55079,29913,13164,30663,85001,21953,2014,17,IL,4
727898,34.8,590191,503760,141651,20400,1829,48760,106,19245,359772,368126,70559,215248,74585,40269,34316,225577,77593,45973,31620,52275,98194,108200,161474,103277,611996,71343,78379,42688,72213,63010,76279,61229,28198,118657,54861,37317,2014,17,IL,5
721454,33.1,238796,195029,96640,375995,1288,45257,184,14297,342541,378913,52531,218370,42401,16334,26067,256802,42583,18890,23693,77239,107320,110524,100234,82197,587460,113201,109806,48434,68260,47807,51757,41906,20038,86251,25129,26801,2014,17,IL,7
715612,35.8,496422,385908,195440,33673,2369,90313,396,14810,355577,360035,112113,168812,96805,42790,54015,180320,94529,45540,48989,67408,121904,133216,105406,50547,569015,80129,78960,40366,86349,63917,72430,53522,22962,70380,42285,30759,2014,17,IL,8
714771,40.1,522598,465000,80599,62493,1295,91526,156,18268,348820,365951,82389,187404,86938,48669,38269,200437,93469,57510,35959,45898,88360,110557,149124,112258,593059,80086,95526,41953,74542,56708,63990,47903,23563,108788,46371,32377,2014,17,IL,9
713989,37.4,542513,427387,158301,48043,1675,67986,191,17727,354336,359653,87982,180717,80338,39529,40809,187782,82233,43137,39096,55949,99184,111238,115936,82547,563357,79592,84829,41396,77239,57215,58391,42991,20465,101239,44199,31438,2014,17,IL,10
717190,34.5,474937,381743,188499,79981,1962,50647,117,22013,352154,365036,77474,187765,65020,28243,36777,204231,62959,28605,34354,63488,107303,126181,97615,58816,554089,81561,82593,39056,75719,59065,64344,49766,23068,78917,35462,31215,2014,17,IL,11
711537,35.3,584698,568844,21655,79833,1080,24751,140,16857,350102,361435,22769,258013,16884,5590,11294,273153,15853,6304,9549,41383,141933,138295,78605,52726,589517,74549,125731,50257,85711,66439,69229,45336,19330,52935,82944,24415,2014,17,IL,13
721339,38.2,630112,573422,84946,21456,1265,30074,352,14377,361424,359915,34094,226110,32010,16690,15320,231165,34493,19144,15349,32063,111320,145268,115138,64055,559903,74486,81293,36885,65934,50570,63135,53140,26855,107605,37077,36778,2014,17,IL,14
706493,39.8,644246,600751,59959,25950,705,10071,210,12181,349470,357023,18837,249785,17313,8037,9276,259714,16652,8384,8268,48502,167547,158981,64383,35085,573043,69637,98684,51878,86052,66967,72437,50592,22064,54732,69313,26936,2014,17,IL,16
716880,40.1,652290,639571,18824,27731,1124,17579,214,12593,353301,363579,14854,258756,11876,4601,7275,272787,11099,5194,5905,36224,151293,150958,99502,50433,582977,66024,94619,45852,81164,68607,77067,54750,23965,70929,61171,30250,2014,17,IL,18
711167,37.4,269306,207949,94124,395598,1452,5228,89,14325,332824,378343,23609,218649,21479,10624,10855,267031,22493,11694,10799,63613,135884,163658,60788,37520,563323,100549,103724,50498,78821,58659,63526,44263,19238,44045,33061,24730,2014,17,IL,2
719202,38.2,504833,455412,103884,141197,2399,9121,236,16462,352042,367160,19400,243252,19930,10397,9533,262087,19499,11062,8437,58149,171168,148564,66960,34529,576117,92649,99343,50001,82850,61669,67401,46224,20735,55245,51483,26320,2014,18,IN,1
732038,36.5,665278,635640,40930,25689,1251,18187,210,12244,367138,364900,27014,259481,19217,5001,14216,264656,16163,5389,10774,49362,171612,136540,71309,39488,589895,75398,112780,49997,87482,73200,74605,47489,18749,50195,78893,25820,2014,18,IN,4
720714,39.6,674030,664793,17595,16385,1388,7715,178,13051,354842,365872,10653,262318,7346,2090,5256,277094,7022,2709,4313,61631,193304,135110,56825,34113,584413,74185,108828,57317,92713,74851,77005,45221,16544,37749,95154,24528,2014,18,IN,6
729396,37.3,673477,659005,22496,19503,1613,14159,69,14206,360015,369381,18296,263009,12428,3683,8745,277556,12122,4470,7652,55013,169897,137572,69127,44900,593570,69328,115641,56510,87351,74304,77285,47488,18080,47583,90056,25290,2014,18,IN,9
720377,37.3,624686,585318,62349,49800,2500,8036,258,16822,355512,364865,25835,243733,18006,5533,12473,259394,16196,5909,10287,68419,174326,130685,60410,34533,568309,71460,107800,54867,94263,74042,73018,42214,14376,36269,82656,23816,2014,18,IN,2
727429,36.8,638417,612677,41579,44133,1721,13351,249,17032,358430,368999,18830,247220,13679,5317,8362,261873,13524,5910,7614,60013,164722,142702,66381,35514,568984,70061,96294,51896,89662,76650,80368,48590,16980,38483,73605,26315,2014,18,IN,3
734567,37.6,624190,605963,29766,58290,1013,22325,174,18957,357853,376714,22669,246171,17512,7752,9760,268441,18569,8886,9683,35702,117406,129077,131638,76748,582551,68291,90911,43982,74007,66570,76063,51745,22580,88402,53937,32026,2014,18,IN,5
736723,33.3,447399,410654,77049,213765,2078,15615,296,20398,355535,381188,48775,227973,30428,6801,23627,261370,25998,7330,18668,83053,151474,135372,66719,32622,573775,81683,109533,57965,94379,74773,71767,39123,13771,30781,79001,22749,2014,18,IN,7
721965,39.5,667003,657268,15888,29661,1323,6165,406,11965,359282,362683,8514,267356,7148,2902,4246,276387,6231,2715,3516,59809,185069,149272,58323,32657,585458,75379,106968,59973,90855,75880,75721,42989,17612,40081,84395,24627,2014,18,IN,8
769772,37.8,699325,671561,39375,28846,1890,16303,302,14510,382560,387212,21640,275522,16698,6252,10446,285668,15259,6355,8904,45758,163697,162707,88073,49887,623001,61145,116320,56193,92717,80430,87834,55004,20835,52523,88221,26645,2014,19,IA,2
760666,39.3,708371,678196,46871,10622,3248,12586,579,12361,380119,380547,23875,273394,17253,4837,12416,281589,14238,4832,9406,48157,172350,169991,77723,34354,616779,45755,120006,60401,100221,84180,89833,52240,18519,45624,79209,25474,2014,19,IA,4
766317,38.7,705313,688492,27057,25877,2749,10146,420,14246,378809,387508,15200,276990,11367,4197,7170,289233,10784,4860,5924,42779,175472,163365,86611,39587,619149,48626,111682,53256,93337,86514,95471,57157,21098,52008,68073,27749,2014,19,IA,1
781361,36.6,700088,664395,49807,30371,1801,20691,414,17104,384628,396733,28978,261699,22003,8877,13126,280026,21001,9434,11567,41378,151328,164655,114405,46665,616247,52191,96734,50551,85923,80957,94690,60940,25136,69125,67193,31049,2014,19,IA,3
714380,37.3,625486,596598,43054,31953,10053,9774,371,28616,355380,359000,15211,259314,10355,3249,7106,266160,11093,4293,6800,41425,148334,148266,77735,48606,575009,57351,115760,56303,86792,73379,78622,44918,17938,43946,86578,24996,2014,20,KS,2
717790,35.9,598240,537745,82285,49369,7050,22293,118,25234,355796,361994,28796,237195,22721,9444,13277,247625,22208,9645,12563,49829,128559,157105,86415,40406,560692,67898,96635,49338,84429,71796,74112,48107,18263,50114,72745,26824,2014,20,KS,4
719293,35.1,635772,562065,106962,21434,3682,11279,770,20449,363402,355891,37613,248052,25212,7559,17653,245848,23829,7697,16132,57837,136853,153519,69689,36326,571311,58662,108669,54478,92716,83081,78539,42154,14712,38300,82757,25047,2014,20,KS,1
731483,35.9,598317,534774,83840,64464,2942,29222,396,20731,358665,372818,45949,226741,32984,10948,22036,248536,30102,11479,18623,38017,92214,138051,136192,76516,569404,60487,85636,41399,73576,63680,76452,53349,23737,91088,48029,33285,2014,20,KS,3
725361,39.5,650147,636898,20126,50477,1655,4133,542,14058,358945,366416,8141,267287,6140,2046,4094,279200,5380,2115,3265,89779,184037,140536,42854,30388,585515,76553,124993,66491,99160,71750,64500,38126,12684,31258,114041,20862,2014,21,KY,1
734628,37.9,660181,646964,23046,41437,1509,8374,450,15376,362068,372560,13687,262436,9841,3651,6190,276906,10086,4728,5358,73783,183135,138751,52057,37122,589467,70399,118019,62255,96062,72145,72157,44538,16516,37376,101480,22893,2014,21,KY,2
732199,37.8,532825,508560,33968,153895,1121,17154,290,21235,352788,379411,31300,245077,22343,8015,14328,276889,20700,8287,12413,59914,138859,149305,87994,61989,592441,65196,107107,56226,89777,73564,76970,47882,18967,56752,64161,26096,2014,21,KY,3
735132,38.3,679245,666530,21845,25544,1501,7940,302,12818,364331,370801,12490,261721,9285,3352,5933,273311,8438,3542,4896,60979,159167,145625,79230,46902,583548,71271,103293,52270,84537,67697,75267,49161,19506,60546,85341,26937,2014,21,KY,4
717924,40.1,693787,689188,7507,10242,1354,2662,348,7194,356513,361411,2861,271495,2617,1007,1610,281225,2363,1230,1133,132073,185770,116194,31355,27591,585561,97683,149940,72026,92092,58764,51281,30377,10719,22679,181162,16884,2014,21,KY,5
738028,36.4,629350,612728,33144,63440,1860,13185,177,15946,361606,376422,26677,257440,18796,4614,14182,281183,14763,4825,9938,69662,140552,131556,84459,58091,599087,68652,127931,58104,87155,69678,71672,45564,18380,51951,103054,23878,2014,21,KY,6
775257,37.9,617803,569398,64683,102948,10298,17396,232,14304,378052,397205,27845,262134,24650,10431,14219,286996,22555,11423,11132,75897,156064,145180,94883,51035,625919,85912,106942,54806,86500,69622,72558,51800,21186,76593,64896,27422,2014,22,LA,1
765712,35.5,542357,524772,25583,189076,3337,10412,226,15369,373904,391808,15784,263339,12139,3684,8455,287301,9327,3686,5641,93215,178229,127161,68128,28371,604184,86831,118223,61540,90031,60985,66004,43786,18388,58396,66901,23275,2014,22,LA,3
771983,34.9,553006,529005,32072,181309,3553,15920,117,12031,378182,393801,19888,266348,16040,5820,10220,288350,13433,5821,7612,63671,158922,134096,94573,45234,615726,84881,104976,53386,78864,65133,76573,52774,24860,74279,59626,29019,2014,22,LA,6
761767,36.3,466594,450830,27697,257431,6475,6709,595,15776,375147,386620,11256,270028,9047,3009,6038,286847,7740,3549,4191,84217,179782,137448,62500,33329,604238,97759,115429,62656,90892,65871,65841,41551,16258,47981,58045,22804,2014,22,LA,4
771153,35.2,243961,219103,44564,479124,1981,19891,312,11489,369348,401805,25748,253765,23288,9053,14235,293233,18698,8713,9985,96748,163273,139093,67693,39750,619198,102953,129572,65735,93025,65696,64083,39827,15389,42918,31488,21215,2014,22,LA,2
755177,36.5,466849,455430,15925,267893,3163,5081,189,8840,375618,379559,8871,273537,7191,2148,5043,284214,5238,2119,3119,102733,185896,123157,53988,26562,600788,117266,125219,65691,90053,59312,58446,33978,14097,36726,71227,19933,2014,22,LA,5
